id,group,verdict,in,out,cacheR,cacheW,total,cost_usd,lat_s,ctx_peak,compactions
hm1,HM,PASS,21,1526,126908,15424,143879,0.11887,56.4,0,0
hm2,HM,PASS,21,715,139395,2517,142648,0.06204,41.6,0,0
hm3,HM,PASS,20,603,126424,2481,129528,0.05633,41.9,0,0
hm4,HM,PASS,22,877,152302,2653,155854,0.06886,48.5,0,0
hm5,HM,PASS,16,511,101177,1985,103689,0.04552,30.2,0,0
